symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,market,momentum_score,name
SNDK,1831.5,36.17495109446233,4.0,26.169313096633545,35.39544431943786,2.0572897664075156,100.0,96.4933115683753,71.84021923890796,136.30472233544722,-0.0,58.968017578125,4.0,1,1,1.0,1.0,US,85.83943140755923,Sandisk Corporation
WDC,575.5,12.45035745698624,4.0,7.613081022614847,7.89827453883208,1.2217503868744841,86.54472873974382,95.51490957991462,72.1831211726604,103.33827353761052,-13.455271260256188,13.304665120442708,4.0,1,1,1.0,1.0,US,84.89860845586995,Western Digital Corporation
STX,925.989990234375,8.350919671278396,4.0,10.012474933267212,5.240644343723526,1.5251954970840633,92.91019084449225,97.63673028149742,70.52727224623565,87.80374792975941,-7.08980915550775,20.525333658854166,4.0,1,1,1.0,1.0,US,84.22333717418283,Seagate Technology Holdings plc
AMAT,501.70001220703125,3.6120944632215712,3.0073136100831905,1.2391477614058581,1.6630529849087257,0.44958220600730314,100.0,100.0,71.69275056728084,153.91662172354665,-0.0,9.74190673828125,4.0,1,1,1.0,1.0,US,83.86054040870539,"Applied Materials, Inc."
HPE,55.150001525878906,1.5532859736016635,1.658315307779082,3.959059037110664,0.7410939468797391,1.575666531860802,95.75010671586053,98.58336890528683,88.69885339080707,168.51595767993328,-4.249893284139469,2.1120005289713544,4.0,1,1,1.0,1.0,US,83.30934159512668,Hewlett Packard Enterprise Company
MU,996.0,8.227279451148917,4.0,6.399992200553383,5.4715311637740625,1.5095540039727582,79.00410698871993,93.00136899623999,68.0898002547206,63.14481561214792,-20.995893011280074,42.377986653645834,4.0,1,1,1.0,1.0,US,83.15304442818329,"Micron Technology, Inc."
KLAC,2131.10009765625,2.9145691083581093,2.5502723047509983,1.2979613059323218,1.3343426246254824,0.4928500338324586,100.0,100.0,66.7104755525219,143.31762461141662,-0.0,50.86680501302083,4.0,1,1,1.0,1.0,US,82.87319548977645,KLA Corporation
NUE,262.2799987792969,3.218560971142386,2.749457663116196,1.1533629431633703,0.9511913671286971,0.529195423404967,100.0,99.33752558883576,77.69622329710626,112.26952349981767,-0.0,3.5759989420572915,4.0,1,1,1.0,1.0,US,82.76925043618121,Nucor Corporation
AMD,523.2000122070312,3.931433011777537,3.2165546162448595,11.697077567356283,2.55363474566991,1.623213939395562,84.96146761792866,94.98715587264287,67.00915470338529,70.07931546205504,-15.038532382071336,14.6840087890625,4.0,1,1,1.0,1.0,US,82.68755686578574,"Advanced Micro Devices, Inc."
TER,406.8599853515625,5.659508185018596,4.0,0.9671081499917414,3.671148083718366,0.3319381205688816,96.83345868268663,98.94448622756222,64.01099744067761,112.80146893229409,-3.1665413173133765,12.456357828776042,4.0,1,1,1.0,1.0,US,82.56580273174866,"Teradyne, Inc."
LRCX,336.4100036621094,5.067481735749881,3.960930699644619,1.078859170316122,2.531289270187046,0.5670300686574454,89.62037652962175,96.54012550987392,66.21693418262632,96.07845975888281,-10.379623470378244,7.905995686848958,4.0,1,1,1.0,1.0,US,82.5400452853319,Lam Research Corporation
DELL,421.0799865722656,1.4787688021928025,1.609489232779937,19.629618153236713,0.962548667455327,1.871399512767609,80.54616147529408,89.0868371942744,80.32029305562475,102.10038343958406,-19.453838524705912,19.810666910807292,4.0,1,1,1.0,1.0,US,82.30531394844462,Dell Technologies Inc.
COHR,421.8999938964844,4.510613374206997,3.596052432377075,4.4346167397137926,3.2223450327667695,0.6618741954981071,93.1886157701626,93.42522486195026,54.734253301654945,153.7822065396134,-6.811384229837406,12.023335774739584,4.0,1,1,1.0,1.0,US,82.18594174808112,Coherent Corp.
STLD,276.8500061035156,2.455066342998366,2.2491911437301524,0.9415779468815381,0.8161297585675271,0.4617687638246988,100.0,100.0,81.9518110065803,108.36095805156339,-0.0,4.559335327148437,4.0,1,1,1.0,1.0,US,82.17219161711112,"Steel Dynamics, Inc."
ON,131.82000732421875,2.090332231696296,2.0102054879882107,5.653411550290572,1.1036197138218289,1.1663107745233634,92.44003707815196,97.48001235938398,61.938584773196425,104.94273215260161,-7.559962921848036,3.9326655069986978,4.0,1,1,1.0,1.0,US,81.21821316011301,ON Semiconductor Corporation
CSCO,130.0,1.521616895265984,1.6375646973528277,1.6354389690672124,0.45596073328241116,0.6336011395754644,100.0,96.33699674646884,72.09160491710401,187.15556932381315,-0.0,3.093999735514323,4.0,1,1,1.0,1.0,US,81.15139809297233,"Cisco Systems, Inc."
