symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,weekly_rank_ret_1w,weekly_rank_weekly_exp_slope,weekly_rank_weekly_rsi,weekly_rank_vol_surge,weekly_rank_price_vs_ema20,weekly_score,market,rank_change,name,sector
PEB.NZ,0.30000001192092896,1.081662592491821,0.03651612815116184,0.8333333074632621,0.5151515835682337,100.0,62.49999689559232,202.45106881946964,-0.0,4.0,75.61904944854251,0.014333336551984151,1,1,1.0,1.0,2.0144007282371588,0.0,0.13207557779396217,2.9082846658902075,,0.7871202139232771,0.17063469080389404,1.1586985474186131,70.07299270072993,68.78354203935599,86.3138686131387,96.16071428571429,93.36598397150489,71.68299198575245,98.93143365983971,6.723063223508459,85.67615658362989,99.55357142857143,77.72643184917459,98.66548042704626,85.05338078291815,,24.331550802139038,99.28825622775801,76.83466705996537,NZ,6.0,Pacific Edge Limited,Healthcare
IFT.NZ,15.420000076293945,1.5356129515908976,1.7479490465940555,0.47008150090642475,0.434418611748274,34.0909263319198,52.316077285557114,-23.80027906731827,-65.9090736680802,4.0,21.21213434812937,0.24600003560384115,1,1,1.0,1.0,1.2578448378156197,-0.03624999523162842,-0.0283553757095244,-0.24693054770637973,25.274757520658568,1.5546259106821958,0.020370955002119606,1.3949128267075226,79.65328467153284,94.18604651162791,76.91605839416059,94.28571428571428,36.95458593054319,48.08548530721282,41.585040071237756,63.13446126447017,85.67615658362989,88.30357142857143,70.8780404448701,30.2491103202847,26.51245551601423,23.722627737226276,90.73083778966132,71.88612099644128,48.62023047192556,NZ,83.0,Infratil Limited,Industrials
FCG.NZ,4.460000038146973,2.171118368969256,0.6079591067891279,0.5462620610761675,0.13934744988532288,100.0,69.99996821087633,98.98997196774864,-0.0,4.0,97.61910438543013,0.02000001271565755,1,1,1.0,1.0,0.6320378657246777,-0.08418888235046451,0.0022472425416770747,0.6208262191769297,53.84623849172872,0.8356284236153378,0.01454094136203632,1.7255997644778776,87.13503649635037,87.20930232558139,80.38321167883211,78.92857142857143,93.36598397150489,86.37577916295636,83.25912733748886,6.723063223508459,85.67615658362989,1.9642857142857142,69.10205179227094,57.02846975088968,76.42348754448398,61.77007299270073,30.65953654188948,67.34875444839858,58.64606425567249,NZ,69.0,Fonterra Co-operative Group Limited,Consumer Defensive
HGH.NZ,1.2300000190734863,1.9921795416224872,-0.09225372234833805,0.5553575435553837,-0.019920299803290464,84.00001525878906,70.51280444583148,95.31766310589003,-15.999984741210938,4.0,89.33334350585938,0.026000014940897622,1,1,1.0,1.0,1.2264717324631205,-0.03906246362021115,0.0884955966936618,87.80493087935596,77.77779249497831,1.4702174077064716,0.0658528805074945,1.6324884687353083,85.21897810218978,30.85867620751342,80.83941605839416,46.16071428571429,76.40249332146037,87.17720391807659,82.36865538735529,23.68655387355298,85.67615658362989,85.80357142857142,68.41924191664582,97.50889679715303,96.79715302491103,89.87226277372264,88.85918003565062,94.48398576512456,93.50429567931238,NZ,63.0,Heartland Group Holdings Limited,Financial Services
GNE.NZ,2.640000104904175,1.0108546051808704,0.05895840186654572,0.16083078883079827,0.19457016259499516,100.0,74.19356823464084,151.93817060628544,-0.0,4.0,100.0,0.02133332888285319,1,1,1.0,1.0,0.8529036031101318,0.0,0.0645161631452178,9.24191712423761,,1.1499735210487294,0.05605305854360276,1.1218534224940528,68.06569343065694,70.39355992844365,54.83576642335767,84.82142857142857,93.36598397150489,91.62956366874442,93.94479073909172,6.723063223508459,85.67615658362989,15.089285714285714,66.4545292254652,94.03914590747331,92.17081850533808,,73.0837789661319,92.17081850533808,87.86614047107034,NZ,41.0,Genesis Energy Limited,Utilities
MCY.NZ,7.059999942779541,1.0044720398930844,0.3835988970277778,0.1963282911092683,0.09627327329973312,61.53846153846154,50.64933536866681,79.5454102114334,-38.46153846153846,4.0,51.28205128205128,0.0526666005452474,1,1,1.0,1.0,1.107041446987556,-0.01396646742509522,0.02318838336241935,0.3896551132696948,80.76917433884752,1.1135285538299877,0.016857566157981285,1.1185322376348519,67.7919708029197,83.09481216457961,58.3941605839416,73.92857142857143,58.59305431878896,44.52359750667854,77.29296527159394,41.4959928762244,85.67615658362989,68.92857142857143,65.97198529654995,75.80071174377224,73.30960854092527,91.6970802919708,69.6969696969697,69.12811387900356,75.92649683052832,NZ,48.0,Mercury NZ Limited,Utilities
THL.NZ,2.4700000286102295,0.7957035655559691,-0.09611356800713533,0.571316143166863,0.0019155476278620576,71.87499417923486,63.11474592895559,61.397133671966294,-28.125005820765136,4.0,80.72915095060081,0.08133336702982584,1,1,1.0,1.0,1.549688508636359,-0.0891677320222185,0.12272726139746437,228.5424902963915,71.42856602225542,7.104223362617432,0.07325551061161173,1.0098990055747272,61.587591240875916,30.590339892665476,81.2956204379562,52.67857142857143,66.34016028495103,73.10774710596615,71.68299198575245,33.74888691006233,85.67615658362989,98.21428571428571,65.49223515847166,98.57651245551602,97.68683274021353,83.3029197080292,99.64349376114082,95.64056939501779,94.97006561198347,NZ,30.0,Tourism Holdings Limited,Consumer Cyclical
IKE.NZ,1.2300000190734863,0.8220745655412937,0.6455337114994409,0.3351063812923085,0.2551020358513416,100.0,50.0,94.79157353455844,-0.0,4.0,93.75000931322074,0.011666671435038248,1,1,1.0,1.0,0.9407850054768523,-0.04280151671328203,0.06493510782815948,0.21784689755445222,94.11765530859765,1.5506149087977983,0.03043718271057161,1.023621225704752,62.40875912408759,88.01431127012522,69.06934306569343,89.10714285714286,93.36598397150489,42.742653606411395,82.27960819234195,6.723063223508459,85.67615658362989,30.357142857142854,64.97441647515885,94.12811387900356,70.46263345195729,98.90510948905109,90.55258467023172,80.33807829181495,86.87730395641172,NZ,38.0,ikeGPS Group Limited,Technology
POT.NZ,8.239999771118164,1.5940670031657058,0.08989197800067569,0.28112521977513527,0.028714049396280084,68.74985098824595,48.245616236551314,61.634982470977405,-31.250149011754047,4.0,54.58328366274866,0.08533337910970053,1,1,1.0,1.0,1.0312110746411345,-0.02485207608131712,0.01602960788461738,0.0018941279708409857,75.99992370634573,0.6179145790987667,0.007131855536974374,1.4253295482443515,80.2007299270073,73.25581395348837,64.96350364963503,60.62499999999999,64.1139804096171,38.557435440783614,71.7720391807658,35.97506678539626,85.67615658362989,51.160714285714285,62.63004402160376,69.9288256227758,56.67259786476868,88.59489051094891,7.397504456327986,60.14234875444839,56.54723344185395,NZ,4.0,Port of Tauranga Limited,Industrials
MEL.NZ,5.909999847412109,0.3252900171152923,0.0644762335500067,0.07370545610901602,0.061803784335959344,100.0,54.41176161221489,75.96874123587187,-0.0,4.0,66.66666666666667,0.04933331807454427,1,1,1.0,1.0,1.1925313825868356,-0.010272298397020596,0.011986248800558652,-0.00022156590685877003,62.96293025802236,3.184766932170885,0.011020439980053531,0.8097940127648858,46.806569343065696,70.6618962432916,44.16058394160584,66.78571428571428,93.36598397150489,52.44879786286732,76.1353517364203,6.723063223508459,85.67615658362989,81.60714285714286,62.43712600487512,67.08185053380782,49.91103202846975,73.72262773722628,99.01960784313727,63.70106761565836,70.6872371516599,NZ,5.0,Meridian Energy Limited,Utilities
