symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,weekly_rank_ret_1w,weekly_rank_weekly_exp_slope,weekly_rank_weekly_rsi,weekly_rank_vol_surge,weekly_rank_price_vs_ema20,weekly_score,market,rank_change,name,sector
CSCO,121.63999938964844,1.4945350046751493,1.7610023255741116,0.45901087108157035,0.5551771126468623,46.58147095687223,54.46265974230792,16.055403183371375,-53.41852904312777,4.0,78.53082039875957,2.740666707356771,1,1,1.0,1.0,1.321562456690666,-0.06430769700270433,0.010131217731721875,2.8432212060461706,52.91308757990096,0.9676173133224728,0.04958861771268408,1.3735378075432494,79.1970802919708,94.3649373881932,76.45985401459853,96.42857142857143,45.503116651825465,52.62689225289403,55.12021371326803,54.585930543187885,85.67615658362989,92.32142857142858,73.22841814395679,65.65836298932385,84.69750889679716,60.12773722627737,52.139037433155075,90.48042704626334,70.62061471836336,US,58.0,"Cisco Systems, Inc.",Technology
CAT,904.280029296875,4.656281005421877,0.9394636082243126,1.5945199616028334,0.33059414075031235,54.9359255876717,53.23214742326749,40.79334214315987,-45.0640744123283,4.0,84.97864186255721,18.597322591145833,1,1,1.0,1.0,1.0630135158703178,-0.03849093220871369,0.03243635966304148,0.33479889302982013,61.65970796498305,1.0536570908558955,0.015339894773980012,3.0187607661574916,96.71532846715328,89.98211091234347,92.97445255474453,91.78571428571428,51.91451469278717,49.59928762243989,64.1139804096171,48.17453250222618,85.67615658362989,59.64285714285714,73.05789351735129,81.22775800711743,72.41992882562278,72.08029197080292,63.45811051693404,67.88256227758008,71.41373031961145,US,43.0,Caterpillar Inc.,Industrials
MGM,47.5099983215332,0.5360948181477082,0.3583130047703228,0.2179609937767648,0.33567609584338487,78.32310359855754,77.67856802974663,73.34174510734287,-21.67689640144246,4.0,81.09520396888053,1.2799997965494792,1,1,1.0,1.0,1.2468181169255208,-0.06273427483385674,0.08793222609564011,935.6285958475166,68.82352875178253,1.9533132004667517,0.1114243999435387,0.8887395031664832,53.193430656934304,82.37924865831843,60.21897810218978,91.875,71.7720391807658,94.74621549421192,74.97773820124665,28.317008014247552,85.67615658362989,87.05357142857143,73.02093863201158,97.41992882562278,98.48754448398577,80.74817518248175,95.54367201426025,98.13167259786478,94.06619862084307,US,66.0,MGM Resorts International,Consumer Cyclical
GS,1038.6800537109375,1.9637443312038674,0.11962567765724916,0.5520629182380863,0.2700661156691726,67.88837387802214,66.10226716515835,55.320201463223334,-32.111626121977864,4.0,83.68321455186286,20.895939127604166,1,1,1.0,1.0,1.0836785906681643,-0.04935881271785403,0.017256570726559062,6.81371801606761,55.104293897111404,1.246549571709331,0.03896883295766962,1.6176921312044974,84.48905109489051,75.13416815742397,80.65693430656934,89.55357142857143,63.75779162956366,80.23152270703473,69.45681211041853,36.33125556544969,85.67615658362989,64.10714285714286,72.93944064406946,71.44128113879003,90.65836298932385,64.05109489051095,79.94652406417111,86.12099644128114,78.44365190481543,US,51.0,"The Goldman Sachs Group, Inc.",Financial Services
MS,211.92999267578125,1.9153125985820394,0.38515051117376153,0.49104313958197365,0.3294372111637147,77.90166937201234,70.10351650302695,73.25576343845793,-22.098330627987668,4.0,86.28218703355515,3.354667154947917,1,1,1.0,1.0,1.0042583118493245,-0.029046646229802686,0.018894195556640625,6.034204931021029,57.47430847933361,1.1482003890172168,0.0447442948029908,1.5924905500477318,83.85036496350365,83.18425760286226,78.28467153284672,91.51785714285714,71.23775601068566,86.64292074799644,74.8886910062333,28.851291184327692,85.67615658362989,45.0,72.91339667749426,72.33096085409252,90.30249110320284,67.97445255474453,72.90552584670232,88.70106761565836,78.44289959488012,US,46.0,Morgan Stanley,Financial Services
MAR,392.510009765625,1.3905997478244667,0.24297021321700887,0.3643233745283836,0.21459168132286544,100.0,78.8884509262909,152.66724205678497,-0.0,4.0,90.34518817934101,4.63953857421875,1,1,1.0,1.0,0.9837479826073057,0.0,0.04502130827295292,0.36934716315090144,86.2720454137815,0.9551598308876984,0.05517997356790261,1.319454819618278,76.36861313868614,79.87477638640429,70.8941605839416,86.33928571428572,93.36598397150489,95.72573463935886,94.21193232413178,6.723063223508459,85.67615658362989,39.19642857142857,72.83761351368801,87.98932384341637,72.95373665480427,95.8029197080292,50.71301247771836,91.90391459074732,79.8725814549431,US,45.0,"Marriott International, Inc.",Consumer Cyclical
BNY,142.38999938964844,2.5261341350334514,0.5672348535394801,0.5031140182769567,0.2406075043180831,78.83109702810195,68.36074647268393,89.34920571233776,-21.168902971898056,4.0,84.04897804527423,1.4019978841145833,1,1,1.0,1.0,0.9618097781220925,-0.011317906085663076,0.02122933995091092,0.4496632759761085,64.42499170879195,0.9668367955185845,0.026538351755392542,1.9103331645868336,90.14598540145985,86.76207513416816,78.64963503649635,87.94642857142857,72.48441674087266,83.34817453250223,80.85485307212824,27.604630454140693,85.67615658362989,34.55357142857143,72.8025926955398,74.28825622775801,74.28825622775801,75.72992700729927,52.04991087344028,77.66903914590748,70.8050778964326,US,38.0,The Bank of New York Mellon Cor,Financial Services
FRT,122.55999755859375,1.6336746478534163,0.46446160306241224,0.2805543824559862,0.15181746884987501,100.0,83.1452706338104,134.38128937615411,-0.0,4.0,92.0253128698006,0.9893325805664063,1,1,1.0,1.0,0.9923757402776505,0.0,0.024492187348036376,0.013975487601885921,81.37051649635275,0.9113242851767277,0.03796711276541331,1.4459394917254114,80.83941605839416,85.06261180679785,64.87226277372264,80.08928571428572,93.36598397150489,97.86286731967942,91.71861086375779,6.723063223508459,85.67615658362989,41.785714285714285,72.79959726009952,76.42348754448398,60.4982206405694,92.7007299270073,42.95900178253119,85.4982206405694,71.61593210703225,US,45.0,Federal Realty Investment Trust,Real Estate
STT,161.75,2.341977307061473,0.8357941940389657,0.5852852586270529,0.3452637960331244,91.57539670296897,66.50592863004783,110.78839654865725,-8.424603297031027,4.0,90.04630361763422,1.8579986572265625,1,1,1.0,1.0,0.8973413143783514,-0.006144393241167445,0.039257264419893856,1.1160860977222755,75.60776268381248,0.815733854773337,0.03761030613074978,1.814506668311195,88.59489051094891,89.26654740608228,81.66058394160584,92.14285714285714,82.10151380231522,80.76580587711487,85.84149599287623,17.98753339269813,85.67615658362989,22.589285714285715,72.66266703644142,85.40925266903915,79.80427046263345,88.41240875912408,27.89661319073084,85.40925266903915,73.38635955011334,US,39.0,State Street Corporation,Financial Services
NTAP,167.0399932861328,0.25087033469462505,1.198252163979743,0.1012051062852799,0.6613457556637323,77.39493091780473,76.7457572498498,50.46009810401278,-22.60506908219527,4.0,91.27890565174634,5.871335347493489,1,1,1.0,1.0,1.4853707141446935,-0.07753483765712033,-0.041597339372763886,2031.2619115946022,37.47841633338042,1.1010579874768829,0.13329181262700374,0.7851719225464079,43.79562043795621,91.86046511627907,47.44525547445255,97.41071428571428,71.05966162065896,94.21193232413178,67.58682101513801,29.02938557435441,85.67615658362989,97.32142857142857,72.53974410037438,22.508896797153024,99.11032028469751,37.5,68.36007130124777,98.57651245551602,65.21116016772287,US,77.0,"NetApp, Inc.",Technology
NTRS,170.47000122070312,2.0593559408451165,0.41161098318186085,0.5409183298423987,0.23574349980222653,77.93487808685806,65.29380797716358,118.53373120934798,-22.06512191314194,4.0,84.47612141534981,1.6349629720052083,1,1,1.0,1.0,0.9697402194665401,-0.010391230368126947,0.03512663573063057,0.23041269413844473,74.03852860351249,0.9130211413006601,0.02572339930598777,1.6674438871186963,85.76642335766424,84.16815742397138,80.01824817518248,87.67857142857143,71.32680320569902,78.0053428317008,87.53339269813,28.762243989314335,85.67615658362989,36.07142857142857,72.5006768265292,83.18505338078292,70.8185053380783,86.58759124087592,43.672014260249554,76.95729537366547,72.24409191873043,US,38.0,Northern Trust Corporation,Financial Services
CSX,46.9900016784668,1.8703819081795323,0.46570681122373253,0.4162010565469252,0.17982602036061568,99.65829057387405,60.938571902358355,151.1176988920761,-0.3417094261259381,4.0,74.50364233680902,0.4650973002115885,1,1,1.0,1.0,1.0263745826511752,-0.00012622058553035664,0.03822367258265036,0.06591024741743223,90.23260765422899,0.9936918106944679,0.027650329258330775,1.5691107455412552,83.66788321167883,85.1520572450805,74.45255474452554,82.94642857142858,86.64292074799644,68.56634016028495,93.85574354407836,13.446126447016917,85.67615658362989,49.82142857142857,72.42276398271486,84.34163701067615,65.12455516014235,97.62773722627736,55.70409982174688,78.46975088967972,76.25355602170448,US,44.0,CSX Corporation,Industrials
KLAC,1929.199951171875,2.643174121397685,1.4107353491533285,1.2381291296935646,0.43666068694608273,48.29968419647649,57.63182962379768,-1.983196541892261,-51.70031580352351,4.0,82.7665613988255,61.44849446614583,1,1,1.0,1.0,1.0447181035648294,-0.09473987012924523,0.0038975653905237717,1.352489215533545,50.910547919591366,1.0860747995734765,0.0031544772143459188,1.971235233442731,90.78467153284672,93.11270125223614,90.69343065693431,94.375,47.195013357079254,60.46304541406946,49.15405164737311,52.89403383793411,85.67615658362989,55.089285714285715,71.94373899963887,58.718861209964416,80.96085409252669,57.3905109489051,66.93404634581105,55.782918149466184,63.95743814933469,US,52.0,KLA Corporation,Technology
C,132.47000122070312,2.5608847823135403,0.302708005046677,0.7218811437752424,0.24938175308116084,82.34523077170509,65.82721967642183,111.53842543285444,-17.654769228294914,4.0,90.18829032227075,1.9993331909179688,1,1,1.0,1.0,0.88769657195685,-0.01982976542221626,0.05218427017630933,4.929948252672987,72.5154379009161,1.114487125775984,0.0369819035676624,1.9284157565212918,90.6021897810219,81.30590339892666,84.3978102189781,88.57142857142857,74.97773820124665,79.51914514692787,86.1086375779163,25.111308993766695,85.67615658362989,20.44642857142857,71.67167470452712,91.45907473309609,89.5017793594306,84.85401459854015,69.78609625668449,85.05338078291815,84.1308691461339,US,41.0,Citigroup Inc.,Financial Services
FDX,331.0,2.7374737400119398,0.15591658007283835,0.7731051885431257,0.14852787726341754,81.53763754697735,71.15703266617265,59.912083903980594,-18.46236245302265,4.0,73.69912730197798,4.667930094401042,1,1,1.0,1.0,0.9713004623339473,-0.02212765650525983,-0.0023776547181775243,0.11730207578936172,48.55363577359504,1.1775351229666942,0.03339047240407966,2.0203042913291323,91.42335766423358,76.47584973166369,85.58394160583941,79.82142857142858,74.35440783615316,88.60195903829029,71.32680320569902,25.734639358860196,85.67615658362989,36.51785714285714,71.5516400738655,52.135231316725985,68.23843416370107,53.284671532846716,74.77718360071302,82.91814946619218,66.27073401603579,US,45.0,FedEx Corporation,Industrials
CVS,95.93000030517578,1.4045862211922975,0.5312131724821259,0.4355606236306684,0.2419403555891646,99.07553808409264,50.113768284188524,128.0612571178858,-0.9244619159073516,4.0,68.49743361949379,1.255999755859375,1,1,1.0,1.0,1.0880279145981107,-0.022219960163222807,0.05440752655088743,0.1011197007189538,81.2894731765659,0.9196764811927112,0.05038303680096634,1.326732718313925,76.82481751824818,86.04651162790698,75.36496350364963,88.21428571428571,86.37577916295636,43.722172751558325,89.67052537845058,13.713268032056991,85.67615658362989,65.26785714285714,71.08763374155998,91.90391459074732,67.43772241992883,92.6094890510949,45.00891265597148,91.10320284697508,77.61264831294352,US,69.0,CVS Health Corporation,Healthcare
DDOG,234.11000061035156,0.8394625387918099,3.6835406075728447,0.5501437020742428,0.8617097464043861,36.82830869380111,60.67489778016264,2.277551010742319,-63.17169130619889,4.0,50.56321475364359,8.50199686686198,1,1,1.0,1.0,1.1035747072779796,-0.15632992594573814,-0.053527411224817745,9.266001602568675,40.99564049267311,1.199578758092592,0.05773621412971641,1.0326691039305054,62.77372262773723,97.31663685152057,80.47445255474453,98.03571428571428,38.557435440783614,67.8539626001781,50.044523597506675,61.53161175422974,85.67615658362989,68.39285714285714,71.06570734389018,17.437722419928825,92.25978647686833,42.60948905109489,76.9162210338681,92.70462633451957,64.38556906325594,US,74.0,"Datadog, Inc.",Technology
EA,203.0,1.6990149001969097,0.001567880380129333,0.36225580238032995,0.026221953783862384,85.29434864073421,71.65175158286489,132.82653828938328,-14.705651359265783,4.0,95.09811621357807,0.4018330891927083,1,1,1.0,1.0,1.1121770066630614,-0.006864483941676158,0.006345423218079516,0.41829700423237887,80.76940006162243,0.9923834781207788,0.0060557050549112645,1.4799394661862866,81.75182481751825,61.09123434704829,70.62043795620438,59.64285714285714,78.18343722172752,89.04719501335708,91.27337488869101,21.90560997328584,85.67615658362989,70.17857142857142,70.93706993728908,61.20996441281139,74.02135231316726,91.87956204379562,55.258467023172905,59.07473309608541,68.28881577780652,US,65.0,Electronic Arts Inc.,Communication Services
WDC,511.7200012207031,11.532985794633811,7.765608454187191,7.447701865977988,1.0870679088889048,40.527384808653174,55.939446424610374,-11.554375028888485,-59.472615191346826,4.0,75.69069784533568,17.213948567708332,1,1,1.0,1.0,0.9086834645191558,-0.13845344962539152,-0.03643865425379578,6.228469944173372,43.332518094207856,0.904715453958225,0.0037964591636874268,4.0,99.58941605839416,98.56887298747765,99.36131386861314,98.66071428571429,41.941228851291186,55.921638468388245,45.770258236865544,58.14781834372217,85.67615658362989,24.910714285714285,70.85481319698106,25.533807829181494,90.48042704626334,46.25912408759124,42.24598930481284,56.13879003558719,52.131627660687215,US,50.0,Western Digital Corporation,Technology
BAC,53.83000183105469,0.9999045342586583,1.6849862935294318e-05,0.2153327512555856,0.11245250901927561,98.2669748971402,78.32582395056772,174.25228200687394,-1.7330251028598,4.0,98.43832052087906,0.5133527119954427,1,1,1.0,1.0,1.1043453265423449,-0.04950949876743216,0.04863743832817402,1.5140739716975062,92.24630272235304,1.1777477354094035,0.0393567157201431,1.1161555239040262,67.51824817518248,57.24508050089445,59.854014598540154,76.51785714285714,85.84149599287623,95.10240427426537,96.260017809439,14.247551202137132,85.67615658362989,68.57142857142857,70.68342548512504,90.39145907473309,81.40569395017793,98.26642335766424,74.8663101604278,86.29893238434164,86.24576378546894,US,75.0,Bank of America Corporation,Financial Services
STX,847.469970703125,8.01257225416996,10.380697148216496,5.079235404051495,1.4063160964952832,55.04002138320235,57.132667235515456,-1.892943999774093,-44.95997861679765,4.0,82.65007074256486,24.920670572916666,1,1,1.0,1.0,0.864445938230445,-0.09909750448749743,-0.03674700788635554,3.8416720448082318,39.51073669502511,0.7088010822041618,0.019626889982527596,4.0,99.58941605839416,98.83720930232558,98.26642335766424,99.10714285714286,52.44879786286732,59.1273374888691,49.24309884238646,47.64024933214604,85.67615658362989,16.69642857142857,70.66322602568542,25.355871886120994,87.54448398576513,40.41970802919708,14.795008912655971,71.26334519572953,47.87568360189373,US,49.0,Seagate Technology Holdings plc,Technology
MPC,262.010009765625,1.77174215093677,1.1688864439651587,0.5552883275111424,0.18858449732706561,74.20642519518167,56.03620609071868,57.17662319082933,-25.793574804818327,4.0,91.13758525992057,4.802396647135416,1,1,1.0,1.0,1.0418829932397675,-0.0194602816351922,0.053221872676672,4.389069512366368,78.00343258659406,0.9411079656323754,0.03029932257625867,1.517783284951568,82.66423357664233,91.59212880143113,80.74817518248175,84.19642857142857,68.12110418521816,56.36687444345503,70.08014247551202,31.967943009795192,85.67615658362989,53.75,70.51631868295941,91.63701067615658,88.79003558718861,89.96350364963503,48.484848484848484,80.16014234875445,79.80710814931663,US,64.0,Marathon Petroleum Corporation,Energy
URI,1067.77001953125,0.861484083030311,0.21561154633158408,0.35885833068807793,0.32161006017536264,89.26753147392516,74.06119491796234,135.31689741338755,-10.732468526074841,4.0,96.42251049130839,15.558003743489584,1,1,1.0,1.0,0.9307290901073056,-0.015535372445459106,0.07241358869769177,30.520713526458202,82.2451003995674,1.131732511235449,0.08483582153529756,1.0441280731698954,63.32116788321168,78.71198568872988,70.52919708029196,91.25,80.76580587711487,91.54051647373109,91.8967052537845,19.323241317898486,85.67615658362989,28.214285714285715,70.12290618726782,95.46263345195729,95.01779359430606,93.24817518248175,71.92513368983957,96.79715302491103,90.49017778869914,US,64.0,"United Rentals, Inc.",Industrials
COHR,376.989990234375,4.157293308502534,4.41138363607007,3.0074073612879832,0.5993126942223359,31.886407640807402,48.64542499890976,-15.938052336383437,-68.1135923591926,4.0,70.72069407555273,14.935335286458333,1,1,1.0,1.0,1.0016009864220756,-0.11689199255493798,0.04293575943027106,1.992704704166774,56.24496377850032,1.019915074539588,-0.0005233817718857114,2.7591111880940224,95.98540145985402,97.58497316636851,96.16788321167883,96.875,35.08459483526269,39.180765805877115,44.52359750667854,65.00445235975066,85.67615658362989,44.107142857142854,70.01899677862431,86.92170818505338,82.91814946619218,65.78467153284672,59.26916221033868,51.06761565836299,69.19226141055879,US,74.0,Coherent Corp.,Technology
TJX,160.7100067138672,1.2554597232764628,0.00012876936056720306,0.22366310111792753,0.01196501226680624,100.0,72.72417273858555,110.7667112105847,-0.0,4.0,94.67691743384599,1.9533335367838542,1,1,1.0,1.0,1.275254246425532,-0.022809784027630786,0.03851377521077337,0.0030766950820152656,79.91969225065455,0.8350802704630985,0.032334988793502495,1.249134347650714,73.08394160583941,58.31842576028623,60.67518248175182,56.07142857142857,93.36598397150489,90.29385574354409,85.75244879786287,6.723063223508459,85.67615658362989,89.91071428571429,69.98712010250706,84.60854092526691,57.65124555160143,91.42335766423358,30.481283422459892,81.67259786476868,69.16740508566609,US,72.0,"The TJX Companies, Inc.",Consumer Cyclical
SNDK,1559.3199462890625,33.63802147481448,27.002382568497303,33.25255617390535,1.957009644348377,45.39909345361847,57.139223380656716,-17.20792550730868,-54.60090654638153,4.0,76.99719775461212,72.49335123697917,1,1,1.0,1.0,0.8219212608221358,-0.14861045793662986,-0.0800363636992163,7.447877349716923,36.40245598983385,0.7172218071244482,0.012013296037183707,4.0,99.58941605839416,99.6422182468694,100.0,99.55357142857143,44.61264470169189,59.21638468388246,44.078361531611755,55.476402493321466,85.67615658362989,10.625,69.84701557279725,9.697508896797153,91.10320284697508,37.04379562043796,15.508021390374333,64.85765124555161,43.642036000027225,US,59.0,Sandisk Corporation,Technology
PFG,105.22000122070312,1.6327128812436735,0.2311748885006023,0.3548234723576422,0.15991107183269104,100.0,68.13705013177703,178.36076963852312,-0.0,4.0,75.38143116025351,1.0240397135416666,1,1,1.0,1.0,0.8935328683194423,0.0,0.023540837520470648,0.0014146963958597374,68.16818605674172,0.9563906265425728,0.03295910530911561,1.4454390339065974,80.74817518248175,79.3381037567084,70.25547445255475,81.25,93.36598397150489,82.90293855743545,96.52715939447909,6.723063223508459,85.67615658362989,21.428571428571427,69.8215626550874,75.88967971530249,56.405693950177934,79.92700729927007,50.98039215686274,82.29537366548043,69.09962935741875,US,55.0,"Principal Financial Group, Inc.",Financial Services
LRCX,303.2799987792969,4.70156844904326,1.1571748790058005,2.3991202143519232,0.5214969948996773,42.51386265481718,56.94714914825818,-33.893048034047446,-57.48613734518282,4.0,77.37807972814629,9.867329915364584,1,1,1.0,1.0,0.9605378734932133,-0.11762821471852769,-0.046828820917307556,0.2526707165387449,39.05699409864872,1.0224077680698707,-0.012191320520267501,3.0423262081522786,96.8978102189781,91.50268336314849,95.07299270072993,96.25,43.18788958147818,58.771148708815666,38.02315227070348,56.90115761353517,85.67615658362989,34.19642857142857,69.64794196124474,19.483985765124558,71.17437722419929,39.68978102189781,59.53654188948306,38.612099644128115,45.699357108966566,US,62.0,Lam Research Corporation,Technology
ON,117.26000213623047,1.9186705109104438,5.95138427503844,1.0308841088215912,1.0618956275465554,40.27232923999356,53.16166590310701,-25.080795749617007,-59.72767076000644,4.0,77.57078877271518,4.725998942057291,1,1,1.0,1.0,1.026017623745884,-0.1244679418441067,-0.02785608136165274,0.2397223791794623,44.39625950748383,0.8865219221567561,0.002572608154513434,1.5942378486777926,83.94160583941606,98.21109123434705,88.59489051094891,98.57142857142858,41.4959928762244,49.51024042742654,41.05075690115761,58.59305431878896,85.67615658362989,49.73214285714286,69.53773601205108,30.782918149466195,70.90747330960853,47.71897810218978,39.39393939393939,55.071174377224196,48.77489666648562,US,68.0,ON Semiconductor Corporation,Technology
