symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,weekly_rank_ret_1w,weekly_rank_weekly_exp_slope,weekly_rank_weekly_rsi,weekly_rank_vol_surge,weekly_rank_price_vs_ema20,weekly_score,market,rank_change,weekly_rank_change,name,sector
PEB.NZ,0.30000001192092896,1.081662592491821,0.03651612815116184,0.8333333074632621,0.5151515835682337,100.0,62.49999689559232,202.45106881946964,-0.0,4.0,75.61904944854251,0.014333336551984151,1,1,1.0,1.0,2.0144007282371588,0.0,0.13207557779396217,2.9082846658902075,,0.7871202139232771,0.17063469080389404,1.1579629338855368,69.87041036717062,67.5531914893617,88.12095032397409,96.39065817409767,93.18181818181817,70.50739957716702,98.73150105708245,6.923890063424948,84.93657505285412,99.78768577494692,77.60040800618978,99.04862579281183,85.30655391120507,,21.716101694915256,99.36575052854123,76.35925798186835,NZ,0.0,-65.0,Pacific Edge Limited,Healthcare
IFT.NZ,15.420000076293945,1.535612974717902,1.7479490465940555,0.47008150090642475,0.434418611748274,34.0909263319198,52.316077285557114,-23.80027906731827,-65.9090736680802,4.0,21.21213434812937,0.24600003560384115,1,1,1.0,1.0,1.2578448378156197,-0.03624999523162842,-0.0283553757095244,-0.24693054770637973,25.274757520658568,1.5546259106821958,0.020370955002119606,1.389926234874701,79.58963282937364,94.46808510638299,78.7257019438445,94.26751592356688,35.20084566596194,45.9830866807611,40.063424947145876,64.90486257928119,84.93657505285412,89.38428874734608,70.75240194765183,27.378435517970402,25.36997885835095,20.995670995670995,91.3135593220339,71.24735729386892,47.261000397579025,NZ,0.0,-367.0,Infratil Limited,Industrials
FCG.NZ,4.460000038146973,2.171118368969256,0.6079591067891279,0.5462620610761675,0.13934744988532288,100.0,69.99996821087633,98.98997196774864,-0.0,4.0,97.61910438543013,0.02000001271565755,1,1,1.0,1.0,0.6320378657246777,-0.08418888235046451,0.0022472425416770747,0.6208262191769297,53.84623849172872,0.8356284236153378,0.01454094136203632,1.7146620095734164,87.36501079913607,87.02127659574468,82.50539956803455,77.91932059447984,93.18181818181817,85.41226215644821,82.55813953488372,6.923890063424948,84.93657505285412,1.0615711252653928,68.88852636720897,54.43974630021141,76.32135306553911,59.19913419913419,28.49576271186441,66.27906976744185,56.947013208838186,NZ,0.0,-256.0,Fonterra Co-operative Group Limited,Consumer Defensive
HGH.NZ,1.2300000190734863,1.9921795416224872,-0.09225372234833805,0.5553575435553837,-0.019920299803290464,84.00001525878906,70.51280444583148,95.31766310589003,-15.999984741210938,4.0,89.33334350585938,0.026000014940897622,1,1,1.0,1.0,1.2264717324631205,-0.03906246362021115,0.0884955966936618,87.80493087935596,77.77779249497831,1.4702174077064716,0.0658528805074945,1.6232263754344087,85.52915766738661,28.723404255319153,83.04535637149027,44.37367303609342,75.15856236786469,86.25792811839324,81.60676532769557,24.947145877378436,84.93657505285412,86.62420382165605,68.12027718961316,97.99154334038055,97.25158562367865,88.96103896103897,89.61864406779661,94.9260042283298,93.74976324424492,NZ,-4.0,-3.0,Heartland Group Holdings Limited,Financial Services
GNE.NZ,2.640000104904175,1.0108546051808704,0.05895840186654572,0.16083078883079827,0.19457016259499516,100.0,74.19356823464084,151.93817060628544,-0.0,4.0,100.0,0.02133332888285319,1,1,1.0,1.0,0.8529036031101318,0.0,0.0645161631452178,9.24191712423761,,1.1499735210487294,0.05605305854360276,1.121780885987476,67.92656587473002,69.25531914893617,55.291576673866096,84.28874734607218,93.18181818181817,91.2262156448203,93.86892177589851,6.923890063424948,84.93657505285412,12.951167728237792,65.98507974906583,94.71458773784354,92.81183932346723,,73.19915254237289,92.7061310782241,88.35792767047693,NZ,-28.0,-10.0,Genesis Energy Limited,Utilities
MCY.NZ,7.059999942779541,1.0044720398930844,0.3835988970277778,0.1963282911092683,0.09627327329973312,61.53846153846154,50.64933536866681,79.5454102114334,-38.46153846153846,4.0,51.28205128205127,0.0526666005452474,1,1,1.0,1.0,1.107041446987556,-0.01396646742509522,0.02318838336241935,0.3896551132696948,80.76917433884752,1.1135285538299877,0.016857566157981285,1.118519470266944,67.60259179265658,82.4468085106383,59.395248380129594,72.82377919320594,56.87103594080338,42.706131078224104,76.21564482029598,43.23467230443975,84.93657505285412,69.63906581740976,65.58715528906575,74.52431289640592,73.15010570824523,91.12554112554112,69.70338983050848,68.28752642706131,75.35817519755241,NZ,-33.0,-68.0,Mercury NZ Limited,Utilities
THL.NZ,2.4700000286102295,0.7957035655559691,-0.09611356800713533,0.571316143166863,0.0019155476278620576,71.87499417923486,63.11474592895559,61.397133671966294,-28.125005820765136,4.0,80.72915095060081,0.08133336702982584,1,1,1.0,1.0,1.549688508636359,-0.0891677320222185,0.12272726139746437,228.5424902963915,71.42856602225542,7.104223362617432,0.07325551061161173,1.0118412376983656,61.66306695464363,28.404255319148934,83.58531317494601,51.167728237791934,64.69344608879493,72.09302325581395,70.40169133192389,35.41226215644821,84.93657505285412,98.83227176220807,65.11896333345736,98.94291754756871,98.09725158562368,82.46753246753246,99.78813559322035,96.19450317124736,95.0980680730385,NZ,-41.0,-2.0,Tourism Holdings Limited,Consumer Cyclical
IKE.NZ,1.2300000190734863,0.8220745655412937,0.6455337114994409,0.3351063812923085,0.2551020358513416,100.0,50.0,94.79157353455844,-0.0,4.0,93.75000931322074,0.011666671435038248,1,1,1.0,1.0,0.9407850054768523,-0.04280151671328203,0.06493510782815948,0.21784689755445222,94.11765530859765,1.5506149087977983,0.03043718271057161,1.0253165082267965,62.419006479481645,87.87234042553192,70.73434125269978,89.171974522293,93.18181818181817,41.120507399577164,81.50105708245243,6.923890063424948,84.93657505285412,28.450106157112526,64.63116166172458,94.82029598308668,70.40169133192389,98.7012987012987,91.10169491525424,80.12684989429175,87.03036616517105,NZ,-45.0,-14.0,ikeGPS Group Limited,Technology
POT.NZ,8.239999771118164,1.5940667791278444,0.08989197800067569,0.28112521977513527,0.028714049396280084,68.74985098824595,48.245616236551314,61.634982470977405,-31.250149011754047,4.0,54.58328366274864,0.08533337910970053,1,1,1.0,1.0,1.0312110746411345,-0.02485207608131712,0.01602960788461738,0.0018941279708409857,75.99992370634573,0.6179145790987667,0.007131855536974374,1.4197954407553393,80.12958963282938,72.3404255319149,66.41468682505399,59.023354564755834,62.579281183932345,37.10359408033826,70.50739957716702,37.52642706131078,84.93657505285412,50.10615711252654,62.06674906226831,68.28752642706131,55.91966173361522,87.77056277056276,4.766949152542373,58.985200845665965,55.14598018588953,NZ,-91.0,-280.0,Port of Tauranga Limited,Industrials
MEL.NZ,5.909999847412109,0.3252900171152923,0.0644762335500067,0.07370545610901602,0.061803784335959344,100.0,54.41176161221489,75.96874123587187,-0.0,4.0,66.66666666666669,0.04933331807454427,1,1,1.0,1.0,1.1925313825868356,-0.010272298397020596,0.011986248800558652,-0.00022156590685877003,62.96293025802236,3.184766932170885,0.011020439980053531,0.813977923625276,46.220302375809936,69.46808510638299,43.95248380129589,65.28662420382165,93.18181818181817,50.42283298097252,75.05285412262155,6.923890063424948,84.93657505285412,82.37791932059449,61.78233852095963,65.3276955602537,48.94291754756871,72.07792207792207,99.36440677966102,62.579281183932345,69.65844462986756,NZ,-93.0,-118.0,Meridian Energy Limited,Utilities
