symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,rank_change,market,momentum_score,name,sector,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,weekly_score,weekly_rank_change
PCT.SI,2.240000009536743,2.1181694255623333,1.6876057228569503,3.0729393173040087,1.3532405408320733,0.916485791697923,54.94504976266874,67.03295791580611,66.19718357155043,25.885597860785293,-45.05495023733126,0.10333334604899089,4.0,1,1,1.0,1.0,1.1022629581497139,-0.15471700795310372,0,SG,76.51202145143449,PC Partner Group Limited,Technology,0.027522908689077363,30.616479032175835,53.40908721458861,1.6929971603245062,0.046177734793778846,83.01713429127699,28
AWX.SI,9.569999694824219,7.929011441284571,4.0,226.39417216499254,5.010674578442542,2.0727649043821295,48.124986216420965,65.83333383003888,53.2520306292392,-18.65557816897544,-51.875013783579035,0.3719998677571615,4.0,1,1,1.0,1.0,1.0906416645035928,-0.07980768789906456,0,SG,73.89792735192569,AEM Holdings Ltd.,Technology,-0.013402073917233026,-0.00018598344491782873,47.00460444693679,1.3165540076284994,0.047598097492139724,62.483868614633295,122
O39.SI,23.940000534057617,2.888550813179522,2.0812615422792984,0.3977257338980514,0.4055321853342615,0.17902394146256428,60.402668240336205,75.75921107420524,65.25678591905589,76.41926622726702,-39.597331759663795,0.22200024922688802,4.0,1,1,1.0,1.0,1.067589035002784,-0.024052186550043375,0,SG,73.13839083681631,Oversea-Chinese Banking Corporation Limited,Financial Services,0.03367878634648025,0.7267797964680262,69.89796663114718,1.60785,0.026895941634220932,81.99923598277954,32
D05.SI,63.779998779296875,2.4258076037156893,1.8448052100890266,0.1483701297577018,0.3502177305692016,0.19008105868854042,70.39620344673968,83.87775006534308,72.3191671220992,73.52388735783305,-29.603796553260317,0.5393338521321615,4.0,1,1,1.0,1.0,1.0350424579769624,-0.019523508268715073,0,SG,72.07985722426315,DBS Group Holdings Ltd,Financial Services,0.029872411836020518,1.646787222928864,71.07056396602752,1.0005810535375481,0.03211807247036713,76.00531612652227,47
HCCD.SI,3.880000114440918,,,2.151903254698445,,0.5148260061684347,45.45458486258417,67.6767910296795,56.081084237646,20.565014112583352,-54.54541513741583,0.10266664822896322,4.0,1,1,1.0,1.0,,,0,SG,69.60297231729044,h CATL HK SDR 30to1,Industrials,-0.0051282001121667475,9.112725891386596,48.57142857142858,,0.018567941974043434,65.06782945736434,110
S68.SI,21.739999771118164,2.68477889314506,1.9771364901352664,1.0971339278213148,0.5253094234968136,0.22987865895780124,47.61906924431164,66.52918081160306,58.35617798447993,-39.632732523408045,-52.38093075568836,0.2546665191650391,4.0,1,1,1.0,1.0,1.0397246679278576,-0.029464279404100013,1,SG,68.52205852416131,Singapore Exchange Limited,Financial Services,0.013519766800184074,-0.03202668337299109,60.1398368214733,1.8124333618840924,0.0015095858586984257,64.544311292439,110
U11.SI,38.54999923706055,0.7427912356332234,0.9850311320474698,7.040698449119916e-05,0.09250831132952664,0.09153848081457117,83.44369020581703,83.66448816053072,69.59250835288518,123.32724418934365,-16.55630979418296,0.21733296712239583,4.0,1,1,1.0,1.0,1.1982722002984376,-0.006443299095769239,7,SG,67.61458245415933,United Overseas Bank Limited,Financial Services,0.022817740559484267,0.5890137721095371,71.28717919664608,1.8442874264886913,0.02220312439322214,80.14707224847153,33
HBND.SI,0.875,0.8062769703330446,1.0172441230594436,0.5234772015317536,0.13163977230161916,0.19047616730626094,100.0,100.0,69.2307339617797,188.72546493111895,-0.0,0.005000003178914388,4.0,1,1,1.0,1.0,0.9241966727438469,0.0,7,SG,67.51274177533816,Bank of China Limited,Financial Services,0.04166669918904331,0.5633245082948791,,0.5616880662613523,0.026010979019662317,60.36097574085355,137
VC2.SI,1.2400000095367432,1.2159403479044744,1.2265772860581103,0.9415768148824444,0.35158862246837197,0.46745558290236944,70.00003576277834,83.3333532015435,56.521732369984136,58.71966046228029,-29.99996423722166,0.016000000635782878,4.0,1,1,1.0,1.0,0.9215233522809939,-0.023622025071121988,23,SG,66.47491946782876,Olam Group Limited,Consumer Defensive,0.042016764631988,2.8900881749085485,72.72727272727273,0.9217604069411802,0.03399105712365991,76.73073789303588,44
HSMD.SI,2.5,,,0.00856364926616665,,0.25,39.9999926640448,59.99999510936319,55.79710507988837,-24.709193671202698,-60.0000073359552,0.09866666793823242,4.0,1,1,1.0,1.0,1.4103655290293655,,30,SG,65.73263634510865,h SMIC HK SDR 5to1,,-0.1349481282863504,0.003092727237003127,11.764694882648968,1.2233509153388709,-0.00759865517658842,37.5325699133346,256
V03.SI,17.8799991607666,3.398948961916707,2.342068987399748,0.20610094698553885,0.765147653739392,0.18831471664121469,57.89465758948216,75.43856420312234,54.34781557071451,3.371159234589977,-42.10534241051784,0.22133369445800782,4.0,1,1,1.0,1.0,0.9296845710126308,-0.04128688866023433,38,SG,65.35869322716837,Venture Corporation Limited,Technology,0.0028042197013176118,0.011541789256974237,52.47520452021785,0.8613213336060545,0.0076621987032439165,52.7306768911026,173
S58.SI,3.990000009536743,0.43418205219067335,0.8525934190519584,-0.10789717086210289,0.09485135884722884,0.08719344048786537,93.97590880574687,95.98393920383126,88.54167520379205,89.96968213331398,-6.024091194253135,0.06533331871032715,4.0,1,1,1.0,1.0,1.2742260651609223,-0.012376225937722696,45,SG,64.9234096717803,SATS Ltd.,Industrials,0.050000015685433,348.4523957868873,82.75863486436447,1.9565066203022603,0.10019293824079867,95.44533757531391,2
O5RU.SI,1.559999942779541,1.8659292125534577,1.558713943617058,0.09994282696940594,0.2688076563921653,0.10157588434311338,33.333267106018674,38.88887785100313,59.999976158176196,-66.66693157575037,-66.66673289398133,0.006933347384134928,4.0,1,1,1.0,1.0,1.0695966575606621,-0.025000050291418274,67,SG,63.46859263839879,AIMS APAC REIT,Real Estate,-0.01265829088137238,-0.3826936291967694,0.0,0.7997663210165036,0.001995871560489082,27.438761310952877,313
BUOU.SI,0.9850000143051147,1.6012557485783712,1.423468919509288,-1.804286289449936e-07,0.26076371733672987,0.05257245116324283,75.00002483526767,80.55557487187484,80.00001589457446,32.64747810462843,-24.99997516473233,0.004999999205271403,4.0,1,1,1.0,1.0,0.9382953787337606,-0.03263580485905404,72,SG,63.229020290895484,Frasers Logistics & Commercial Trust,Real Estate,-0.005050500185316276,0.07750758902271357,40.0,0.783213186159762,0.011934063700549613,47.333119186686396,203
544.SI,1.3799999952316284,5.101343108829905,3.211972354296682,1.2566384757669735,2.5361441966089378,0.10669756728384083,0.0,15.27777915751489,35.06493808085483,-174.21523342232592,-100.0,0.06200001239776611,2.0,0,0,1.0,1.0,1.2370864814789608,-0.2247190913412398,99,SG,61.49456846216102,CSE Global Limited,Technology,-0.1686746849517443,-0.6910214511643696,8.823552098643546,0.9454348452595788,-0.12288565054210498,12.62927077521086,350
E28.SI,2.9200000762939453,3.592829518753827,2.4411396694003145,5.947250257714534,1.5556585378154462,0.453060738296877,22.916693571539977,35.27778622176958,42.261905353220655,-115.72826980690647,-77.08330642846002,0.12733333905537922,3.0,0,1,1.0,1.0,0.9113282355379247,-0.1436950138426103,117,SG,60.635101941923665,Frencken Group Limited,Technology,-0.058064462540671546,-0.02004855005233631,33.92858511331269,0.9697776713845417,-0.027441080278653107,32.215556090211194,285
EB5.SI,2.609999895095825,4.5220081576612685,2.9159390147222575,1.8570144624560552,1.6996387679809257,0.1086681054432137,0.0,3.466663360595722,6.711402952518057,-86.93054883933041,-100.0,0.10533334414164225,1.0,0,0,0.0,1.0,1.1865398254974169,-0.3307692740325616,126,SG,59.997816912896496,First Resources Limited,Consumer Defensive,-0.02247197733469819,-0.5146785058448636,38.46150319251659,0.8487262733074277,-0.11339322752916947,22.673951491945186,329
558.SI,2.5299999713897705,2.9192921909543244,2.0969700244059784,10.001847669738057,1.5240404986557432,0.7017261434596909,0.0,3.124997671693078,33.6842020726871,-178.94750711334603,-100.0,0.07066663106282552,3.0,0,1,1.0,1.0,0.9635908912440903,-0.14237290491697496,134,SG,59.47251065458672,UMS Integration Limited,Technology,-0.05597018344440996,-0.22670621579534983,33.33331567269036,0.7328156664175262,-0.01986048564029408,22.91255436850628,326
C6L.SI,6.96999979019165,-0.3295066992253081,0.6397428906783438,-0.005108575389512062,-0.050411896779591236,0.043413169057693324,87.4999441206755,95.83331470689181,83.13245882690208,111.41130640224631,-12.500055879324501,0.06533342997233073,4.0,1,1,1.0,1.0,1.072708426080013,-0.0292479168757257,143,SG,59.035278190206,Singapore Airlines Limited,Industrials,0.03874809993540307,5.189932596452769,80.95231067035269,2.3198000537851287,0.04383374358364667,90.65714652579058,4
NIO.SI,5.650000095367432,1.1316444960298373,1.1835030981597594,0.5109767545592977,0.6318681005578799,0.18200833627033752,38.095251611028104,50.362330887773886,38.805971211488504,-4.5751536211788615,-61.904748388971896,0.18733332951863607,1.0,0,0,1.0,0.0,1.0928542540924844,-0.27564103112731764,144,SG,58.98218469122698,NIO Inc.,Consumer Cyclical,0.0017730902692498773,8.727828700372285,50.3448355240441,1.302426998958466,-0.026552394766617637,61.72341766104084,129
NTDU.SI,0.9800000190734863,,,0.001234221036062767,,0.08030352916486772,100.0,67.44789059450164,52.318693756867965,123.6872967235365,-0.0,0.010263256231943766,4.0,1,1,1.0,1.0,0.912390568728797,,145,SG,58.968986529779336,NTT DC REIT USD,Real Estate,0.015544088815740986,0.018371642203980187,61.53847564604442,1.0791670006889984,0.019636636794075013,67.13959801858894,96
AVP.SI,13.869999885559082,,,-0.027748908595957925,,-0.012108267575202225,52.036180935748675,62.02918559601867,65.36697879823876,59.29900540940291,-47.963819064251325,0.29933325449625653,3.0,1,1,1.0,0.0,1.1259209172290068,,153,SG,58.729792018776784,"AvePoint, Inc.",Technology,0.07352939656774682,3.053373527032182,65.27331051669836,2.2954838621612215,0.030026354907222608,86.92107032371125,11
S61.SI,3.5199999809265137,2.676060767759987,1.9726816307014179,0.38098385186797584,0.4808581550767097,-0.004009274267456231,78.57142857142857,61.90476190476189,57.49999999999999,65.42056074766347,-21.428571428571427,0.02733330726623535,2.0,0,0,1.0,1.0,0.6659675960194095,-0.061470221666431235,157,SG,58.49584873464464,SBS Transit Ltd,Industrials,0.005714280264718097,1.768728179111252e-05,56.25,0.6270398789581757,-7.938142317609476e-05,46.08089453576249,212
S63.SI,10.890000343322754,1.5092965808031693,1.3764788674054689,0.27427884904522243,0.39228288479402296,0.018620363106848448,22.019827345466908,59.04140231757566,63.03091327661451,-109.90683059021171,-77.98017265453309,0.15241330464680988,2.0,0,0,1.0,1.0,1.0497588017533468,-0.0430579759394174,159,SG,58.347725134883646,Singapore Technologies Engineering Ltd,Industrials,-0.013586922015269343,-0.05407561060511396,42.85716880743611,1.963966011501089,-0.010258355322135149,50.936170648429226,184
