symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,market,rank_change,name,sector
TEA.AX,8.229999542236328,2.181728184779184,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,86.14864951942532,121.13864061906332,-0.0,4.0,99.2559636581929,0.20133326848347982,1,1,1.0,1.0,1.4579406384156446,0.0,1.731120610413332,87.22627737226277,97.94275491949911,88.77737226277372,98.48214285714286,93.36598397150489,99.10952804986643,88.06767586821015,6.723063223508459,85.67615658362989,96.78571428571429,84.21566693941126,AU,,Tasmea Limited,Industrials
ELS.AX,7.619999885559082,5.9272612193756595,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,75.59523395602682,84.68039495887315,-6.250005731216054,4.0,85.09614840884632,0.24733333587646483,1,1,1.0,1.0,1.2005458139669922,-0.01677420831495713,3.680118708081779,98.63138686131386,97.13774597495528,98.63138686131386,93.21428571428572,82.9919857524488,93.1433659839715,79.07390917186109,17.09706144256456,85.67615658362989,82.76785714285714,82.83651414892016,AU,,Elsight Limited,Technology
JGH.AX,0.08900000154972076,1.0136546700275506,42.94594743806995,0.965517298964061,2.5600000089406967,100.0,81.39533715160971,108.02469910840009,-0.0,4.0,94.55554521580666,0.002933334559202194,1,1,1.0,1.0,1.4834153664766314,0.0,1.1233104437001458,68.15693430656934,99.82110912343471,87.95620437956204,99.73214285714286,93.36598397150489,97.23953695458593,85.30721282279609,6.723063223508459,85.67615658362989,97.14285714285714,82.11212013655913,AU,,Jade Gas Holdings Limited,Energy
VMM.AX,3.5799999237060547,5.500876610171144,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.0540516855421,34.83591441591665,-25.68807279247892,4.0,74.06545590291877,0.12599999109903973,1,1,1.0,1.0,1.276764540628581,-0.07253885466305676,3.458248340222579,98.17518248175182,96.33273703041145,98.8138686131387,97.58928571428571,68.38824577025824,91.45146927871772,61.887800534283166,31.70080142475512,85.67615658362989,90.17857142857143,82.01941188598032,AU,,Viridis Mining and Minerals Limited,Basic Materials
SPL.AX,0.7549999952316284,6.273419053256242,4.408606748820247,7.0898878210467675,0.8641975136032884,100.0,97.67442053882051,97.81867374622027,-0.0,4.0,99.18699257907572,0.018999997774759927,1,1,1.0,1.0,0.9672083287197955,0.0,3.860242859569598,98.90510948905109,97.49552772808586,99.27007299270073,98.125,93.36598397150489,100.0,82.90293855743545,6.723063223508459,85.67615658362989,35.44642857142858,79.7910281117345,AU,,Starpharma Holdings Limited,Healthcare
CBE.AX,0.3199999928474426,3.595909493000426,1.381255269735038,3.891304208743888,0.6842105098048072,73.91304122477703,69.56521964478863,79.54544867872019,-26.08695877522297,4.0,91.3043470749257,0.016333329677581786,1,1,1.0,1.0,1.0899095989202048,-0.08571429057997104,2.4669936234191887,95.16423357664233,93.02325581395348,97.17153284671532,97.5,67.8539626001781,86.1086375779163,77.38201246660729,32.235084594835264,85.67615658362989,65.53571428571429,79.76505903461923,AU,,Cobre Limited,Basic Materials
GNP.AX,10.079999923706055,4.072906977856987,1.6243590866079916,1.754800533248559,0.30768356635191507,75.32462063601369,55.62913719067977,63.99100704263944,-24.675379363986305,4.0,66.23371529824806,0.201333491007487,1,1,1.0,1.0,1.412934432966322,-0.018500538032010017,2.7152005360244136,95.8029197080292,93.82826475849731,93.61313868613139,90.80357142857143,69.99109528049866,55.38735529830811,72.30632235084596,30.09795191451469,85.67615658362989,95.98214285714286,78.34889188661695,AU,,GenusPlus Group Ltd,Industrials
SIQ.AX,11.920000076293945,2.05771462006204,1.5929870028779636,0.5609675585596212,0.45365857970211176,100.0,68.82352050201365,244.0722967060811,-0.0,4.0,86.6666158040365,0.12266674041748046,1,1,1.0,1.0,1.0533282878844037,0.0,1.6665898214745458,85.67518248175182,93.64937388193202,81.11313868613139,94.91071428571428,93.36598397150489,84.06055209260909,99.73285841495992,6.723063223508459,85.67615658362989,57.410714285714285,78.23177379074562,AU,,Smartgroup Corporation Ltd,Industrials
WBT.AX,7.550000190734863,1.5815543065042605,0.1503799101519965,1.4,0.5599173456013153,84.15300688834297,64.15584473490085,94.78207936647465,-15.846993111657028,4.0,69.39890026928707,0.2793333689371745,1,1,1.0,1.0,1.3518479512048587,-0.0369897903327594,1.418818533185987,80.01824817518248,76.38640429338103,91.78832116788321,96.51785714285714,76.66963490650045,75.24487978628673,82.19056099732859,23.419412288512913,85.67615658362989,93.48214285714286,78.13936181987053,AU,,Weebit Nano Limited,Technology
SKS.AX,8.600000381469727,6.351105814924763,13.070156318811456,3.771159405803102,0.9589978685704237,53.65857700731742,62.460583814570676,8.668785755315175,-46.34142299268258,4.0,63.61790337592013,0.24399986267089843,1,1,1.0,1.0,1.1018136023613254,-0.0811965067397572,3.9006673730653874,99.08759124087592,98.92665474060823,96.98905109489051,98.30357142857142,51.20213713268033,71.50489759572574,52.71593944790739,48.88691006233304,85.67615658362989,68.03571428571429,77.13286236129368,AU,,SKS Technologies Group Limited,Industrials
HCH.AX,2.0,2.9506225010617912,0.022634738012841164,2.1504424405327622,0.24999998137354873,82.60870917307871,70.50360020726984,69.0246592104124,-17.3912908269213,4.0,93.47826593990449,0.04933331807454427,1,1,1.0,1.0,1.160662314020133,-0.03846150319251662,2.1312168172551793,92.51824817518248,66.7262969588551,94.61678832116789,88.66071428571428,75.5120213713268,87.08815672306322,73.90917186108638,24.577025823686554,85.67615658362989,77.94642857142857,76.72310086751412,AU,,Hot Chili Limited,Basic Materials
GNG.AX,5.809999942779541,1.417568966440983,0.32026311643117883,0.6282442471929155,0.40677960818072423,77.95273905405269,70.94972111685388,41.85124605191909,-22.047260945947315,4.0,87.1391009103835,0.12599999109903973,1,1,1.0,1.0,1.279838428592751,-0.04597704479356479,1.333488324407499,77.55474452554745,81.66368515205724,82.57299270072993,93.66071428571429,71.41585040071237,88.15672306322351,64.47016918967053,28.67319679430098,85.67615658362989,90.53571428571429,76.43799469813005,AU,,GR Engineering Services Limited,Basic Materials
EOS.AX,10.970000267028809,2.731946783072345,0.4311308205274224,2.9733331468370228,0.10696270796548069,70.34483106373482,65.24823059600855,52.17747550127716,-29.655168936265184,4.0,76.16857978833256,0.47000001271565756,1,1,1.0,1.0,1.1473052124554057,-0.10522022330913783,2.017428324554399,91.33211678832117,84.52593917710198,96.07664233576642,75.71428571428571,65.18254674977739,77.82724844167409,68.12110418521816,34.90650044523598,85.67615658362989,75.89285714285714,75.52553975638679,AU,,Electro Optic Systems Holdings Limited,Industrials
CCL.AX,4.949999809265137,1.5891739288997593,0.6407378621404373,0.6136974338799359,0.18421052931778625,100.0,77.46479629974137,129.62943059712885,-0.0,4.0,100.0,0.04733330408732096,1,1,1.0,1.0,1.0127822666961588,0.0,1.4227834240083634,80.1094890510949,87.74597495527729,82.2080291970803,83.48214285714286,93.36598397150489,94.65716829919857,90.29385574354409,6.723063223508459,85.67615658362989,46.964285714285715,75.1226149596267,AU,,CUSCAL LTD FPO [CCL],Technology
DNL.AX,3.8499999046325684,1.1204294034725797,0.0870381411106084,0.28577872263571047,0.13569315206301336,100.0,70.68965021126758,144.7154244614327,-0.0,4.0,92.98246494620525,0.04400002161661784,1,1,1.0,1.0,1.2878535768230017,0.0,1.1788709608391534,70.71167883211679,72.80858676207514,65.32846715328468,78.48214285714286,93.36598397150489,87.62243989314337,92.96527159394479,6.723063223508459,85.67615658362989,90.89285714285714,74.4576648013208,AU,,Dyno Nobel Limited,Basic Materials
SRG.AX,3.819999933242798,2.320157156198324,0.13275338092770117,1.0875534785767305,0.4308315174346369,100.0,89.69072925131142,130.8080671855522,-0.0,4.0,100.0,0.0713333288828532,1,1,1.0,1.0,0.8864452541018916,0.0,1.803152494651451,88.41240875912408,75.49194991055455,89.14233576642336,94.19642857142857,93.36598397150489,99.64381121994657,90.82813891362423,6.723063223508459,85.67615658362989,20.267857142857142,74.37481340626017,AU,,SRG Global Limited,Industrials
RDX.AX,3.5,1.4986189026013825,0.07636080822717231,0.6479434589897315,0.1326861156049286,100.0,74.48979641486584,129.20739305761302,-0.0,4.0,100.0,0.06600000063578287,1,1,1.0,1.0,1.0746610852280019,0.0,1.3756628747141382,79.37956204379562,71.73524150268337,83.12043795620438,78.21428571428571,93.36598397150489,91.8967052537845,90.20480854853072,6.723063223508459,85.67615658362989,62.142857142857146,74.24591019407846,AU,,Redox Limited,Basic Materials
SXE.AX,4.170000076293945,3.890550999894319,2.415438537989423,1.5919231079258087,0.4602079360048943,78.7234258414273,55.963309775820846,73.84960894882352,-21.276574158572693,4.0,86.84720583720686,0.08133331934611003,1,1,1.0,1.0,1.007180137907235,-0.023419181517389642,2.6203111168509956,95.52919708029196,95.97495527728086,92.88321167883211,95.08928571428571,72.30632235084596,56.09973285841497,75.42297417631345,27.78272484416741,85.67615658362989,45.625,74.23895605640624,AU,,Southern Cross Electrical Engineering Limited,Industrials
AYA.AX,4.789999961853027,5.251438300624292,1.8957301200108558,4.8169933235005145,0.4088234786756326,56.756784621610265,49.25373187440106,52.64960030048049,-43.243215378389735,4.0,41.70980600444995,0.10533332824707031,1,1,1.0,1.0,1.0649787467872964,-0.05522686397002563,3.328452451012161,97.90145985401459,94.9016100178891,97.90145985401459,93.75,54.05164737310775,40.605520926090826,68.21015138023152,46.03739982190561,85.67615658362989,60.17857142857142,73.92139772394553,AU,,Artrya Limited,Healthcare
CVW.AX,0.6349999904632568,0.7637343783071285,0.32853958255409954,0.29896902402005665,0.015999984741210893,,,,,4.0,,0.0003333330154418945,1,1,1.0,1.0,1.2792071791255923,-0.007812492724042275,0.9933088271687486,60.85766423357665,81.84257602862253,66.6058394160584,57.49999999999999,,,,,85.67615658362989,90.44642857142857,73.82144413888601,AU,,ClearView Wealth Limited,Financial Services
SLS.AX,1.5499999523162842,3.9648817255953435,3.138572402328489,4.340000152587891,0.5979380480401133,85.29409805383841,66.02563181651317,61.35844092819714,-14.705901946161584,4.0,92.4938565106964,0.055333367983500165,1,1,1.0,1.0,0.843755200229104,-0.06626507019093375,2.6589893080861238,95.71167883211679,97.04830053667263,97.62773722627736,96.78571428571429,78.09439002671415,80.05342831700801,71.50489759572574,21.9946571682992,85.67615658362989,13.571428571428571,73.80683891435866,AU,,Solstice Minerals Limited,Basic Materials
IPG.AX,6.079999923706055,2.8051410331773328,1.3108835371441516,1.160362274990884,0.24820723005075385,79.99998996132096,47.596155499389624,50.42680645470075,-20.00001003867903,4.0,82.94668287379137,0.14999996821085612,1,1,1.0,1.0,1.2259423301917094,-0.04251968267425299,2.0555151476840363,91.78832116788321,92.4865831842576,90.05474452554745,88.39285714285714,73.19679430097952,36.24220837043633,67.49777382012466,26.892252894033835,85.67615658362989,85.71428571428571,73.79419777040354,AU,,IPD Group Limited,Industrials
MYG.AX,3.0199999809265137,2.0996782170418995,0.020115890528731504,1.476105870820172,0.3017241671663695,59.999990463256836,55.46218049651578,13.713244440926715,-40.000009536743164,4.0,83.33333333333333,0.08733331362406413,1,1,1.0,1.0,1.532394000358993,-0.09880638855218982,1.6884256910102375,86.3138686131387,66.63685152057245,92.15328467153284,90.625,57.52448797862867,54.853072128227964,54.49688334817453,42.56455921638469,85.67615658362989,98.03571428571428,72.88798783460041,AU,,Mayfield Group Holdings Limited,Technology
